user_id,page_name,time_spent
1571,"['Blood_vessel', 'Urinary_anti-infective_agent', 'Bronchiole', 'Cranial_nerves', 'Loose_connective_tissue']","[3095.0, 2764.0, 1167.0, 80.0, 0.0]"
1572,"['Langerhans_cell', 'Trachea', 'Anus', 'Urinary_catheterization', 'Kidney']","[3188.0, 926.0000000000001, 3598.0, 301.0, 0.0]"
1573,"['Pancreas', 'Root_of_the_lung', 'Skeletonization', 'Tonsil', 'Appendicular_skeleton']","[1873.0000000000002, 3084.0, 854.0, 76.0, 0.0]"
1574,"['Reproductive_coercion', 'Urinary_meatus', 'Melanocyte', 'Thymus', 'Myelin']","[140.0, 2696.0, 3353.0, 1588.0, 0.0]"
1575,"['Hypha', 'Stratum_granulosum', 'Spinal_cord', 'Human_digestive_system', 'Sebaceous_gland']","[61.00000000000001, 2592.0, 3296.0, 1846.0000000000002, 0.0]"
1576,"['Apoptosis', 'Mouth', 'Urinary_diversion', 'Nasal_cavity', 'Salivary_gland']","[2523.0, 2574.0, 1016.0000000000001, 628.0, 0.0]"
1577,"['Small_intestine', 'Pulmonary_pleurae', 'Pharynx', 'Melanocyte', 'Facial_skeleton']","[239.00000000000003, 2828.0, 1425.0, 3088.0, 0.0]"
1578,"['Pineal_gland', 'Red_blood_cell', 'Reproductive_biology', 'Myelin', 'Pulmonary_alveolus']","[2841.0, 3097.0, 3586.0, 227.0, 0.0]"
1579,"['Glia', 'Urinary_incontinence', 'Blood_vessel', 'Skeletal_muscle', 'Neural_pathway']","[2428.0, 3361.0, 721.0, 1653.0, 0.0]"
1580,"['Superior_vena_cava', 'Nostril', 'Skeletal_muscle', 'Blood', 'Pulmonary_pleurae']","[3240.0, 254.00000000000003, 510.00000000000006, 2026.0000000000002, 0.0]"
1581,"['Artery', 'Nose', 'Lymph_node', 'Urinary_meatus', 'Mucous_membrane']","[614.0, 1269.0, 3327.0, 1899.0000000000002, 0.0]"
1582,"['Paranasal_sinuses', 'Neural_pathway', 'Pancreas', 'Subcutaneous_tissue', 'Stratum_corneum']","[3085.0, 2704.0, 2806.0, 2026.0000000000002, 0.0]"
1583,"['Great_vessels', 'Enteric_nervous_system', 'Gland', 'Urinary_diversion', 'Blood_vessel']","[635.0, 2142.0, 1409.0, 2023.0000000000002, 0.0]"
1584,"['Neural_pathway', 'Nostril', 'Heart', 'Nostril', 'Basement_membrane']","[2414.0, 134.0, 3196.0, 3507.0, 0.0]"
1585,"['Nutrient', 'Nervous_system', 'Central_nervous_system', 'Larynx', 'B_cell']","[3080.0, 1048.0, 127.00000000000001, 2305.0, 0.0]"
1586,"['Pancreas', 'Larynx', 'Digestion', 'Spinal_nerve', 'Lymph_node']","[2378.0, 2007.0000000000002, 3353.0, 2758.0, 0.0]"
1587,"['Epidermis', 'Skeleton_in_the_closet', 'Neural_pathway', 'Facial_skeleton', 'The_Skeleton_Key']","[1530.0, 2126.0, 2989.0, 1802.0, 0.0]"
1588,"['Jejunum', 'Cecum', 'Epithelium', 'Urinary_bladder_disease', 'Skeleton_in_the_closet']","[715.0, 2774.0, 3460.0, 1502.0, 0.0]"
1589,"['Artery', 'Portal_venous_system', 'Melanocyte', 'Circulatory_system', 'Sebaceous_gland']","[2819.0, 1871.0000000000002, 1420.0, 1735.0, 0.0]"
1590,"['Urinary_tract_obstruction', 'Female_reproductive_system', 'Urinary_cast', 'Neuron', 'Respiratory_tract']","[479.00000000000006, 172.0, 3432.0, 2842.0, 0.0]"
1591,"['Vein', 'Pleural_cavity', 'Enteric_nervous_system', 'Glia', 'Schwann_cell']","[1110.0, 2543.0, 1373.0, 349.0, 0.0]"
1592,"['Glia', 'Human_digestive_system', 'Glia', 'Trachea', 'Urination']","[2597.0, 3527.0, 3425.0, 2997.0, 0.0]"
1593,"['Stratum_corneum', 'Prostate', 'Human_skeleton', 'Hair', 'Great_vessels']","[1078.0, 3507.0, 2489.0, 1867.0000000000002, 0.0]"
1594,"['Medulla_oblongata', 'Adrenal_gland', 'Exocrine_gland', 'Dendrite', 'Arterial_tree']","[661.0, 1376.0, 993.0000000000001, 1760.0, 0.0]"
1595,"['Lymphocyte', 'Motor_nerve', 'Blood_plasma', 'Respiratory_tract', 'Prefrontal_cortex']","[3361.0, 1908.0000000000002, 404.0, 881.0, 0.0]"
1596,"['Lacrimal_gland', 'Gut_microbiota', 'Urinary_incontinence', 'Stratum_granulosum', 'Stromal_cell']","[2246.0, 740.0, 2297.0, 3487.0, 0.0]"
1597,"['Mucus', 'Melanocyte', 'Blood_plasma', 'Starling_equation', 'Skeletal_formula']","[840.0, 3432.0, 1252.0, 1846.0000000000002, 0.0]"
1598,"['Mucus', 'Nervous_system', 'Merkel_cell', 'Urine_test_strip', 'Dendrite']","[102.0, 1055.0, 1356.0, 3016.0, 0.0]"
1599,"['Circulatory_system', 'Stratified_squamous_epithelium', 'Stratum_granulosum', 'Human_digestive_system', 'Female_reproductive_system']","[2239.0, 485.00000000000006, 808.0, 369.0, 0.0]"
1600,"['Large_intestine', 'Urinary_anti-infective_agent', 'Nutrient', 'Urination', 'Respiratory_tract']","[2294.0, 1710.0, 3167.0, 2561.0, 0.0]"
1601,"['Small_intestine', 'Urinary_meatus', 'Urine_test_strip', 'Arterial_tree', 'Lymphatic_system']","[1453.0, 3339.0, 1141.0, 3311.0, 0.0]"
1602,"['Soma_(biology)', 'Urinary_System', 'Spleen', 'Immune_system', 'Stromal_cell']","[3568.0, 770.0, 541.0, 2431.0, 0.0]"
1603,"['Thymus', 'Urine_test_strip', 'Respiratory_System', 'Arterial_tree', 'Pleural_cavity']","[918.0000000000001, 3486.0, 3323.0, 2291.0, 0.0]"
1604,"['Red_blood_cell', 'Urinary_bladder_disease', 'Human_digestive_system', 'Urinary_System', 'Platelet']","[1480.0, 2875.0, 3186.0, 1489.0, 0.0]"
1605,"['Arterial_tree', 'Stratum_granulosum', 'Mouth', 'Immune_system', 'Lung']","[276.0, 3392.0, 1305.0, 897.0, 0.0]"
1606,"['Nail_(anatomy)', 'Cranial_nerves', 'Kidney', 'Parasympathetic_nervous_system', 'Reproductive_coercion']","[2427.0, 377.0, 1116.0, 133.0, 0.0]"
1607,"['Human_musculoskeletal_system', 'Aorta', 'Skin', 'Langerhans_cell', 'Hypothalamus']","[2475.0, 1824.0, 3047.0, 1687.0, 0.0]"
1608,"['Spinal_nerve', 'Soma_(biology)', 'Pancreas', 'Motor_nerve', 'Aorta']","[2932.0, 1985.0000000000002, 3092.0, 1407.0, 0.0]"
1609,"['Schwann_cell', 'Merkel_cell', 'Stratified_squamous_epithelium', 'Skeletal_muscle', 'Tonsil']","[3056.0, 1592.0, 3335.0, 885.0, 0.0]"
1610,"['Lacrimal_gland', 'The_Skeleton_Key', 'Stratum_granulosum', 'Facial_skeleton', 'Male_reproductive_system']","[2745.0, 651.0, 579.0, 432.0, 0.0]"
1611,"['B_cell', 'Peripheral_nervous_system', 'Human_skeleton', 'Prostate', 'Human_digestive_system']","[1563.0, 1421.0, 2461.0, 2929.0, 0.0]"
1612,"['Urinary_meatus', 'Stratum_spinosum', 'Stratum_granulosum', 'Stratum_corneum', 'Thymus']","[741.0, 2974.0, 1624.0, 1719.0, 0.0]"
1613,"['Stratum_corneum', 'Urinary_anti-infective_agent', 'Hypha', 'Stratum_basale', 'Lacrimal_gland']","[2589.0, 2048.0, 3600.0, 1952.0000000000002, 0.0]"
1614,"['Spinal_cord', 'Reproductive_success', 'Basement_membrane', 'Epidermis', 'Stratum_granulosum']","[2157.0, 1724.0, 1975.0000000000002, 1429.0, 0.0]"
1615,"['Urinary_anti-infective_agent', 'Urine_test_strip', 'Gastrointestinal_tract', 'Node_of_Ranvier', 'Urine_test_strip']","[1337.0, 2973.0, 3142.0, 194.0, 0.0]"
1616,"['Blood_plasma', 'Epidermis', 'Stratum_granulosum', 'Myelin', 'Thymus']","[589.0, 901.0, 3546.0, 3328.0, 0.0]"
1617,"['Axon', 'Loose_connective_tissue', 'Urinary_catheterization', 'Cranial_nerves', 'Cecum']","[401.0, 827.0, 2188.0, 3426.0, 0.0]"
1618,"['Salivary_gland', 'Ovary', 'Urination', 'Mucus', 'Blood_vessel']","[2883.0, 836.0, 1977.0000000000002, 989.0000000000001, 0.0]"
1619,"['Salivary_gland', 'Mucus', 'Melanocyte', 'Pleural_cavity', 'Esophagus']","[198.0, 217.0, 965.0000000000001, 3564.0, 0.0]"
1620,"['Tonsil', 'Spleen', 'Pulmonary_circulation', 'Reproductive_biology', 'Reproductive_biology']","[787.0, 3237.0, 2098.0, 2008.0000000000002, 0.0]"
1621,"['Mucous_membrane', 'Thoracic_diaphragm', 'Central_nervous_system', 'Stratified_squamous_epithelium', 'Stromal_cell']","[3212.0, 2905.0, 2771.0, 2176.0, 0.0]"
1622,"['Cerebellum', 'Cardiac_muscle', 'Hair', 'Schwann_cell', 'Male_reproductive_system']","[1670.0, 287.0, 896.0, 567.0, 0.0]"
1623,"['Tissue_(biology)', 'Programmed_cell_death', 'Human_digestive_system', 'Tonsil', 'Nail_(anatomy)']","[61.00000000000001, 334.0, 838.0, 3417.0, 0.0]"
1624,"['Apoptosis', 'Merkel_cell', 'Blood_plasma', 'Apoptosis', 'Respiratory_System']","[2484.0, 210.0, 1995.0000000000002, 366.0, 0.0]"
1625,"['Synapse', 'Male_reproductive_system', 'Human_musculoskeletal_system', 'Urinary_bladder_disease', 'Lung']","[1776.0, 248.00000000000003, 2009.0000000000002, 280.0, 0.0]"
1626,"['Pharynx', 'Axial_skeleton', 'Facial_skeleton', 'Neuron', 'Reproductive_isolation']","[1318.0, 2513.0, 2175.0, 1847.0000000000002, 0.0]"
1627,"['Apoptosis', 'Digestion', 'Medulla_oblongata', 'Blood', 'Schwann_cell']","[924.0000000000001, 2857.0, 2598.0, 1222.0, 0.0]"
1628,"['Coronary_circulation', 'The_Skeleton_Key', 'Lung', 'T_cell', 'Sympathetic_nervous_system']","[2943.0, 3420.0, 3079.0, 2172.0, 0.0]"
1629,"['Salivary_gland', 'Urinary_meatus', 'Soma_(biology)', 'Pulmonary_pleurae', 'White_blood_cell']","[2671.0, 2929.0, 1672.0, 1654.0, 0.0]"
1630,"['Spinal_cord', 'Immune_system', 'Duodenum', 'Pineal_gland', 'Apoptosis']","[587.0, 200.0, 1072.0, 3041.0, 0.0]"
1631,"['Aorta', 'Pituitary_gland', 'Urinary_anti-infective_agent', 'Mucus', 'Stratum_corneum']","[1383.0, 157.0, 3584.0, 1142.0, 0.0]"
1632,"['Sweat_gland', 'Appendicular_skeleton', 'Kidney', 'Salivary_gland', 'Small_intestine']","[3224.0, 1422.0, 172.0, 2023.0000000000002, 0.0]"
1633,"['Gallbladder', 'Neuron', 'Tonsil', 'Arterial_tree', 'Neuron']","[2832.0, 1497.0, 2916.0, 845.0, 0.0]"
1634,"['Prostate', 'Programmed_cell_death', 'Bacteria', 'Thoracic_diaphragm', 'Mouth']","[1009.0000000000001, 278.0, 2269.0, 3526.0, 0.0]"
1635,"['Urinary_incontinence', 'Jejunum', 'Skeletal_formula', 'Ovary', 'Pancreas']","[3441.0, 300.0, 3236.0, 2512.0, 0.0]"
1636,"['Central_nervous_system', 'Nervous_system', 'Sympathetic_nervous_system', 'Pancreas', 'Urinary_diversion']","[1407.0, 3274.0, 1826.0000000000002, 2974.0, 0.0]"
1637,"['Paranasal_sinuses', 'Gallbladder', 'Hypha', 'Esophagus', 'Urinary_cast']","[3397.0, 2718.0, 3596.0, 1970.0000000000002, 0.0]"
1638,"['Schwann_cell', 'Integumentary_system', 'Myelin', 'Urinary_System', 'Male_reproductive_system']","[1213.0, 377.0, 2611.0, 1711.0, 0.0]"
1639,"['Nutrient', 'Gallbladder', 'Blood_plasma', 'Sympathetic_nervous_system', 'Urine_test_strip']","[1079.0, 1029.0, 531.0, 2110.0, 0.0]"
1640,"['Human_digestive_system', 'Stratum_spinosum', 'Keratin', 'Nostril', 'Cardiac_muscle']","[137.0, 1162.0, 2173.0, 1345.0, 0.0]"
1641,"['Mucous_membrane', 'Urinary_diversion', 'Mammary_gland', 'Red_blood_cell', 'Cecum']","[1864.0000000000002, 3167.0, 518.0, 1410.0, 0.0]"
1642,"['Immune_system', 'Anus', 'Protein', 'T_cell', 'Thoracic_diaphragm']","[2785.0, 2489.0, 1602.0, 923.0000000000001, 0.0]"
1643,"['Urinary_catheterization', 'B_cell', 'Muscle', 'White_blood_cell', 'Inferior_vena_cava']","[1132.0, 3478.0, 2748.0, 3367.0, 0.0]"
1644,"['Mucous_membrane', 'Lymph_node', 'Nail_(anatomy)', 'Stratum_basale', 'Keratin']","[1824.0, 974.0000000000001, 1464.0, 3095.0, 0.0]"
1645,"['Respiratory_System', 'Urinary_catheterization', 'Synapse', 'Lymphatic_vessel', 'Gastrointestinal_tract']","[2264.0, 1206.0, 595.0, 1048.0, 0.0]"
1646,"['Digestion', 'Axon_terminal', 'Inferior_vena_cava', 'Respiratory_System', 'Mucous_membrane']","[1821.0, 2466.0, 399.0, 3478.0, 0.0]"
1647,"['Larynx', 'Pancreas', 'Sensory_nerve', 'Red_blood_cell', 'Vein']","[1154.0, 1953.0000000000002, 933.0000000000001, 261.0, 0.0]"
1648,"['Appendicular_skeleton', 'Ceruminous_gland', 'Platelet', 'Brainstem', 'Reproductive_coercion']","[2056.0, 1335.0, 1153.0, 299.0, 0.0]"
1649,"['Trachea', 'Myelin', 'Blood_plasma', 'Human_digestive_system', 'Skeletal_formula']","[1550.0, 1314.0, 327.0, 2989.0, 0.0]"
1650,"['Urinary_tract_obstruction', 'Kidney', 'Atrium_(heart)', 'Muscle', 'Nervous_system']","[3421.0, 1509.0, 1171.0, 1576.0, 0.0]"
1651,"['Stomach', 'Myelin', 'Salivary_gland', 'Suspensory_muscle_of_duodenum', 'Blood_plasma']","[2567.0, 3181.0, 637.0, 1789.0, 0.0]"
1652,"['Synapse', 'Urinary_cast', 'Sex_organ', 'Ileum', 'Urinary_retention']","[1077.0, 2213.0, 3335.0, 3267.0, 0.0]"
1653,"['Lymphatic_system', 'Blood_vessel', 'Reproductive_biology', 'Lymphatic_system', 'Kidney']","[3343.0, 579.0, 1237.0, 2051.0, 0.0]"
1654,"['Urinary_catheterization', 'Urinary_diversion', 'Lymphatic_vessel', 'Mucus', 'Sex_organ']","[1268.0, 3101.0, 1538.0, 1194.0, 0.0]"
1655,"['Dendrite', 'Coronary_circulation', 'Digestion', 'Anus', 'Nostril']","[84.0, 3457.0, 80.0, 1106.0, 0.0]"
1656,"['Stromal_cell', 'Spinal_cord', 'Sympathetic_nervous_system', 'Bronchus', 'Nasal_cavity']","[115.00000000000001, 2312.0, 2221.0, 450.0, 0.0]"
1657,"['Thoracic_diaphragm', 'Tonsil', 'Blood_plasma', 'Spinal_cord', 'Basement_membrane']","[943.0000000000001, 2997.0, 3493.0, 2781.0, 0.0]"
1658,"['Glia', 'Mucus', 'Exocrine_gland', 'Adrenal_gland', 'Cerebral_cortex']","[136.0, 2725.0, 1462.0, 2279.0, 0.0]"
1659,"['Human_skeleton', 'Stratum_corneum', 'White_blood_cell', 'Atrium_(heart)', 'Duodenum']","[1761.0, 806.0, 1256.0, 795.0, 0.0]"
1660,"['Large_intestine', 'Parasympathetic_nervous_system', 'Pleural_cavity', 'Cerebellum', 'The_Skeleton_Key']","[1326.0, 3483.0, 2150.0, 1062.0, 0.0]"
1661,"['Peripheral_nervous_system', 'Nervous_system', 'Blood_vessel', 'Urination', 'Urinary_System']","[1504.0, 2011.0000000000002, 2262.0, 741.0, 0.0]"
1662,"['Tissue_(biology)', 'Urinary_meatus', 'Thoracic_diaphragm', 'Keratinocyte', 'Skeletal_System']","[347.0, 2206.0, 409.0, 2465.0, 0.0]"
1663,"['Human_musculoskeletal_system', 'Soma_(biology)', 'Stomach', 'Skeletal_formula', 'Neural_circuit']","[2697.0, 1393.0, 1605.0, 658.0, 0.0]"
1664,"['Schwann_cell', 'Gland', 'Cranial_nerves', 'Thymus', 'Blood_vessel']","[306.0, 2903.0, 3296.0, 1114.0, 0.0]"
1665,"['Thymus', 'Thoracic_diaphragm', 'Stratum_basale', 'Keratin', 'Neural_circuit']","[2400.0, 3057.0, 1015.0000000000001, 916.0000000000001, 0.0]"
1666,"['Axon', 'Paranasal_sinuses', 'Urinary_System', 'Bronchiole', 'Glia']","[1307.0, 1568.0, 3147.0, 2299.0, 0.0]"
1667,"['Adrenal_gland', 'Prefrontal_cortex', 'Cerebellum', 'Urinary_catheterization', 'Nostril']","[3054.0, 88.0, 651.0, 2983.0, 0.0]"
1668,"['Peripheral_nervous_system', 'Salivary_gland', 'Inferior_vena_cava', 'Small_intestine', 'Gut_microbiota']","[2765.0, 1840.0000000000002, 113.0, 3145.0, 0.0]"
1669,"['Ceruminous_gland', 'Urinary_cast', 'Coronary_circulation', 'Integumentary_system', 'Urinary_tract_obstruction']","[194.0, 2284.0, 553.0, 1035.0, 0.0]"
1670,"['Cardiac_muscle', 'Human_musculoskeletal_system', 'Cardiac_muscle', 'Urinary_System', 'Duodenum']","[2437.0, 3206.0, 936.0000000000001, 1533.0, 0.0]"
1671,"['Medulla_oblongata', 'Langerhans_cell', 'Urinary_bladder_disease', 'Epithelium', 'Nutrient']","[2341.0, 1172.0, 3520.0, 981.0000000000001, 0.0]"
1672,"['Nostril', 'Hypha', 'The_Skeleton_Key', 'Spinal_nerve', 'Bronchiole']","[1800.0, 2723.0, 1954.0000000000002, 1796.0, 0.0]"
1673,"['Bone_marrow', 'Thoracic_diaphragm', 'Kidney', 'Urinary_bladder_disease', 'Basement_membrane']","[213.0, 323.0, 3058.0, 2439.0, 0.0]"
1674,"['Inferior_vena_cava', 'Root_of_the_lung', 'Immune_system', 'Ceruminous_gland', 'Larynx']","[626.0, 1860.0000000000002, 3105.0, 1505.0, 0.0]"
1675,"['Respiratory_tract', 'Reproductive_rights', 'Human_digestive_system', 'Pleural_cavity', 'Muscle_relaxant']","[292.0, 1137.0, 169.0, 1666.0, 0.0]"
1676,"['Human_reproductive_system', 'Lymphocyte', 'Blood', 'Mouth', 'Sensory_nerve']","[1234.0, 1278.0, 793.0, 2809.0, 0.0]"
1677,"['Stratified_squamous_epithelium', 'Ovary', 'Urine_test_strip', 'Vein', 'Starling_equation']","[2555.0, 935.0000000000001, 2075.0, 1737.0, 0.0]"
1678,"['T_cell', 'Nervous_system', 'Reproductive_System', 'Coronary_circulation', 'Pituitary_gland']","[2504.0, 2741.0, 2463.0, 232.00000000000003, 0.0]"
1679,"['Epidermis', 'Stomach', 'Mammary_gland', 'Ileum', 'Blood_vessel']","[1074.0, 2189.0, 1001.0000000000001, 2317.0, 0.0]"
1680,"['Prostate', 'Soma_(biology)', 'Cerebellum', 'Vein', 'Stratified_squamous_epithelium']","[742.0, 3439.0, 2574.0, 1804.0, 0.0]"
1681,"['Sex_organ', 'Urinary_anti-infective_agent', 'Merkel_cell', 'Stratum_spinosum', 'Brain']","[319.0, 71.0, 2513.0, 1334.0, 0.0]"
1682,"['Integumentary_system', 'Stratum_granulosum', 'Thyroid', 'Cranial_nerves', 'Blood_plasma']","[2972.0, 922.0000000000001, 2064.0, 2135.0, 0.0]"
1683,"['Prefrontal_cortex', 'Esophagus', 'Sebaceous_gland', 'Lacrimal_gland', 'Liver']","[3415.0, 1624.0, 797.0, 1607.0, 0.0]"
1684,"['Apoptosis', 'Respiratory_tract', 'Sympathetic_nervous_system', 'Tonsil', 'Thymus']","[2399.0, 3572.0, 2178.0, 2959.0, 0.0]"
1685,"['Axon', 'Epidermis', 'Epidermis', 'Enteric_nervous_system', 'Blood_vessel']","[2590.0, 1393.0, 259.0, 1412.0, 0.0]"
1686,"['Bronchus', 'Skeletal_muscle', 'Esophagus', 'Lymphocyte', 'Smooth_muscle']","[3539.0, 343.0, 1587.0, 2613.0, 0.0]"
1687,"['Salivary_gland', 'T_cell', 'Sweat_gland', 'Muscle_relaxant', 'B_cell']","[1182.0, 2855.0, 1018.0000000000001, 72.0, 0.0]"
1688,"['Nutrient', 'Male_reproductive_system', 'Blood', 'Artery', 'Parathyroid_gland']","[1829.0000000000002, 3498.0, 976.0000000000001, 2343.0, 0.0]"
1689,"['Muscle_relaxant', 'Lymphocyte', 'Skeletal_muscle', 'Circulatory_system', 'Larynx']","[2230.0, 1882.0000000000002, 2592.0, 3420.0, 0.0]"
1690,"['Thymus', 'Pleural_cavity', 'Protein', 'Sex_organ', 'Ileum']","[2171.0, 2665.0, 706.0, 2983.0, 0.0]"
1691,"['Starling_equation', 'Keratin', 'Anus', 'Anus', 'Bronchiole']","[266.0, 1333.0, 2710.0, 78.0, 0.0]"
1692,"['Aorta', 'Spinal_nerve', 'Mucous_membrane', 'Synapse', 'Stratum_basale']","[1535.0, 2081.0, 2878.0, 1883.0000000000002, 0.0]"
1693,"['Myelin', 'Small_intestine', 'Keratin', 'Stromal_cell', 'Blood_vessel']","[436.0, 2367.0, 2639.0, 2442.0, 0.0]"
1694,"['Cerebellum', 'Human_skeleton', 'Skeletal_animation', 'Human_musculoskeletal_system', 'Bone_marrow']","[1346.0, 1263.0, 2177.0, 3317.0, 0.0]"
1695,"['Lymphocyte', 'Larynx', 'Blood_plasma', 'Circulatory_system', 'Pineal_gland']","[2918.0, 2548.0, 3480.0, 1185.0, 0.0]"
1696,"['Spleen', 'Smooth_muscle', 'Programmed_cell_death', 'Pancreas', 'Sensory_nerve']","[984.0000000000001, 365.0, 1664.0, 3348.0, 0.0]"
1697,"['Urinary_System', 'Blood_vessel', 'Lymphatic_system', 'Urinary_tract_obstruction', 'Human_digestive_system']","[3493.0, 1724.0, 2774.0, 826.0, 0.0]"
1698,"['Platelet', 'Blood_vessel', 'Ceruminous_gland', 'Urinary_retention', 'Nose']","[901.0, 2625.0, 2052.0, 500.00000000000006, 0.0]"
1699,"['Urination', 'Bronchus', 'Lymphatic_system', 'Bronchus', 'Skeleton_in_the_closet']","[2630.0, 2653.0, 1146.0, 1886.0000000000002, 0.0]"
1700,"['Lymphocyte', 'Bone_marrow', 'Capillary', 'Myelin', 'Mouth']","[1383.0, 2816.0, 2556.0, 484.00000000000006, 0.0]"
1701,"['Mouth', 'Ileum', 'Pulmonary_circulation', 'Sex_organ', 'Sweat_gland']","[3481.0, 1674.0, 636.0, 2325.0, 0.0]"
1702,"['Bronchus', 'Gallbladder', 'Motor_nerve', 'Thyroid', 'Appendicular_skeleton']","[1795.0, 1631.0, 1024.0, 934.0000000000001, 0.0]"
1703,"['Lymphatic_vessel', 'Urinary_incontinence', 'Urinary_retention', 'Protein', 'Duodenum']","[3084.0, 1872.0000000000002, 99.0, 2216.0, 0.0]"
1704,"['T_cell', 'Langerhans_cell', 'Sex_organ', 'Bone_marrow', 'Capillary']","[115.00000000000001, 1464.0, 1647.0, 1552.0, 0.0]"
1705,"['Apoptosis', 'Lymph_node', 'Central_nervous_system', 'Reproductive_isolation', 'Bacteria']","[1222.0, 2018.0000000000002, 2411.0, 1506.0, 0.0]"
1706,"['Atrium_(heart)', 'Stratum_spinosum', 'Nose', 'Blood_vessel', 'Myelin']","[2647.0, 2774.0, 2860.0, 1673.0, 0.0]"
1707,"['Spinal_nerve', 'Male_reproductive_system', 'Heart', 'Reproductive_isolation', 'Pulmonary_circulation']","[3192.0, 143.0, 2832.0, 3093.0, 0.0]"
1708,"['Coronary_circulation', 'Hair', 'Thymus', 'Gastrointestinal_tract', 'Apoptosis']","[601.0, 3583.0, 3460.0, 1123.0, 0.0]"
1709,"['Appendicular_skeleton', 'Anus', 'Prostate', 'Spinal_cord', 'Facial_skeleton']","[730.0, 1760.0, 1673.0, 389.0, 0.0]"
1710,"['Coronary_circulation', 'Digestion', 'Pleural_cavity', 'Neuron', 'Gland']","[2015.0000000000002, 752.0, 62.00000000000001, 1527.0, 0.0]"
1711,"['Neural_circuit', 'Coronary_circulation', 'Liver', 'Mucus', 'Capillary']","[661.0, 465.00000000000006, 2909.0, 2969.0, 0.0]"
1712,"['Platelet', 'Keratinocyte', 'Spleen', 'T_cell', 'Salivary_gland']","[3037.0, 1736.0, 1733.0, 2990.0, 0.0]"
1713,"['Lymph_node', 'Urinary_cast', 'Prefrontal_cortex', 'Blood', 'Pineal_gland']","[1600.0, 3310.0, 752.0, 689.0, 0.0]"
1714,"['Urinary_diversion', 'Smooth_muscle', 'Urinary_System', 'Starling_equation', 'Blood_vessel']","[1642.0, 644.0, 941.0000000000001, 2445.0, 0.0]"
1715,"['Lymph_node', 'Blood', 'Stratum_granulosum', 'Brain', 'Loose_connective_tissue']","[130.0, 658.0, 2343.0, 3175.0, 0.0]"
1716,"['Stromal_cell', 'Dermis', 'Respiratory_tract', 'Nostril', 'Urinary_tract_obstruction']","[2658.0, 3194.0, 832.0, 3447.0, 0.0]"
1717,"['Pleural_cavity', 'Blood', 'Enteric_nervous_system', 'Stratified_squamous_epithelium', 'Mucus']","[3585.0, 152.0, 1932.0000000000002, 2438.0, 0.0]"
1718,"['Apoptosis', 'Urine_test_strip', 'Urinary_anti-infective_agent', 'Pulmonary_pleurae', 'Mucus']","[2068.0, 573.0, 1051.0, 3376.0, 0.0]"
1719,"['Nail_(anatomy)', 'Pancreas', 'Muscle_relaxant', 'Urinary_System', 'Prefrontal_cortex']","[99.0, 545.0, 3454.0, 1947.0000000000002, 0.0]"
1720,"['Subcutaneous_tissue', 'Kidney', 'Nostril', 'Portal_venous_system', 'Node_of_Ranvier']","[3389.0, 979.0000000000001, 3273.0, 131.0, 0.0]"
1721,"['Platelet', 'Starling_equation', 'Cerebellum', 'Spleen', 'Human_musculoskeletal_system']","[169.0, 2623.0, 423.0, 2124.0, 0.0]"
1722,"['Tonsil', 'Blood_plasma', 'Stomach', 'Urinary_incontinence', 'Urinary_incontinence']","[566.0, 2529.0, 508.00000000000006, 3226.0, 0.0]"
1723,"['Lymphatic_system', 'Exocrine_gland', 'Bronchus', 'Ileum', 'Spinal_cord']","[3389.0, 1979.0000000000002, 3000.0, 2143.0, 0.0]"
1724,"['Medulla_oblongata', 'Immune_system', 'Mucous_membrane', 'Inferior_vena_cava', 'Sex_organ']","[2151.0, 2662.0, 2841.0, 1416.0, 0.0]"
1725,"['Blood', 'Merkel_cell', 'Nasal_cavity', 'Keratinocyte', 'Reproductive_System']","[305.0, 3335.0, 412.0, 2672.0, 0.0]"
1726,"['Paranasal_sinuses', 'Blood_vessel', 'Sensory_nerve', 'Urinary_incontinence', 'Melanocyte']","[2887.0, 1046.0, 1087.0, 1205.0, 0.0]"
1727,"['Root_of_the_lung', 'Pituitary_gland', 'Skeletal_System', 'Pituitary_gland', 'Cranial_nerves']","[1487.0, 1209.0, 636.0, 1048.0, 0.0]"
1728,"['Thymus', 'Muscle', 'Skeletal_animation', 'Central_nervous_system', 'Loose_connective_tissue']","[710.0, 1956.0000000000002, 3084.0, 1999.0000000000002, 0.0]"
1729,"['Muscle', 'Respiratory_tract', 'Pituitary_gland', 'Circulatory_system', 'Appendicular_skeleton']","[1733.0, 2595.0, 351.0, 993.0000000000001, 0.0]"
1730,"['Glia', 'Urinary_tract_obstruction', 'Nostril', 'Ceruminous_gland', 'Neuron']","[2362.0, 3070.0, 2084.0, 115.00000000000001, 0.0]"
1731,"['Red_blood_cell', 'Medulla_oblongata', 'Skeletal_animation', 'Parasympathetic_nervous_system', 'Nose']","[1948.0000000000002, 3247.0, 3367.0, 2759.0, 0.0]"
1732,"['Blood_vessel', 'Keratinocyte', 'Urine_test_strip', 'Node_of_Ranvier', 'Nail_(anatomy)']","[1357.0, 579.0, 1086.0, 3052.0, 0.0]"
1733,"['Skin', 'Reproductive_System', 'Nostril', 'Reproductive_isolation', 'Protein']","[2170.0, 890.0, 1414.0, 2034.0000000000002, 0.0]"
